set_technologies,set_capacity_types,set_location,set_time_steps_yearly,unit,value,vbasis,rc_capex_equivalent,rc_capex_equivalent_input_units
DAC,power,IT,0,kilotCO2eq / hour,0.0,0.0,8242.033907764395,8242.033907764395
DAC,power,LT,0,kilotCO2eq / hour,0.0,0.0,4143.180932852778,4143.180932852778
DAC,power,LU,0,kilotCO2eq / hour,0.0,0.0,7605.353949942581,7605.353949942581
DAC,power,LV,0,kilotCO2eq / hour,0.0,0.0,3861.3433920362677,3861.3433920362677
DAC,power,NL,0,kilotCO2eq / hour,0.0,0.0,10434.242656622126,10434.242656622126
DAC,power,NO,0,kilotCO2eq / hour,0.0,0.0,3557.541484898711,3557.541484898711
DAC,power,PL,0,kilotCO2eq / hour,0.0,0.0,8073.589215131972,8073.589215131972
DAC,power,PT,0,kilotCO2eq / hour,0.0,0.0,9340.224069506852,9340.224069506852
DAC,power,RO,0,kilotCO2eq / hour,0.0,0.0,8099.135208209142,8099.135208209142
DAC,power,SE,0,kilotCO2eq / hour,0.0,0.0,1649.9767778694077,1649.9767778694077
DAC,power,SI,0,kilotCO2eq / hour,0.0,0.0,7405.737932339004,7405.737932339004
DAC,power,SK,0,kilotCO2eq / hour,0.0,0.0,7607.122633219023,7607.122633219023
DAC,power,UK,0,kilotCO2eq / hour,0.0,0.0,4503.3706858940905,4503.3706858940905
EAF,power,AT,0,kilotonproduct / hour,0.47157534245890415,0.0,-0.0012462210345347557,-0.0012462210345347557
EAF,power,BE,0,kilotonproduct / hour,0.5472602739520548,0.0,-0.0012462210345347557,-0.0012462210345347557
EAF,power,BG,0,kilotonproduct / hour,0.045616438356164385,0.0,-0.0012462210345347557,-0.0012462210345347557
EAF,power,CH,0,kilotonproduct / hour,0.0,0.0,1847.1646143795613,1847.1646143795613
EAF,power,CZ,0,kilotonproduct / hour,0.3382876712328767,0.0,-0.0012462210345347557,-0.0012462210345347557
EAF,power,DE,0,kilotonproduct / hour,2.913413824092466,0.0,-0.0012462210345347557,-0.0012462210345347557
EAF,power,DK,0,kilotonproduct / hour,0.0,0.0,1847.1646143795613,1847.1646143795613
EAF,power,EE,0,kilotonproduct / hour,0.0,0.0,1847.1646143795613,1847.1646143795613
EAF,power,EL,0,kilotonproduct / hour,0.10047945205479454,0.0,-0.0012462210345347557,-0.0012462210345347557
EAF,power,ES,0,kilotonproduct / hour,0.9808904109794521,0.0,-0.0012462210345347557,-0.0012462210345347557
EAF,power,FI,0,kilotonproduct / hour,0.27054794522602743,0.0,-0.0012462210345347557,-0.0012462210345347557
EAF,power,FR,0,kilotonproduct / hour,1.0539726027712328,0.0,-0.0012462210345347557,-0.0012462210345347557
EAF,power,HR,0,kilotonproduct / hour,0.006093970042465755,0.0,-0.0012462210345347557,-0.0012462210345347557
EAF,power,HU,0,kilotonproduct / hour,0.13554794520547947,0.0,-0.0012462210345347557,-0.0012462210345347557
EAF,power,IE,0,kilotonproduct / hour,0.0,0.0,1847.1646143795613,1847.1646143795613
EAF,power,IT,0,kilotonproduct / hour,1.6437548359246579,0.0,-0.0012462210345347557,-0.0012462210345347557
EAF,power,LT,0,kilotonproduct / hour,0.0,0.0,1847.1646143795613,1847.1646143795613
EAF,power,LU,0,kilotonproduct / hour,0.15938508369863016,0.0,-0.0012462210345347557,-0.0012462210345347557
EAF,power,LV,0,kilotonproduct / hour,0.0,0.0,1847.1646143795613,1847.1646143795613
EAF,power,NL,0,kilotonproduct / hour,0.4666438356164384,0.0,-0.0012462210345347557,-0.0012462210345347557
EAF,power,NO,0,kilotonproduct / hour,0.04456863013698631,0.0,-0.0012462210345347557,-0.0012462210345347557
EAF,power,PL,0,kilotonproduct / hour,0.6723972602739726,0.0,-0.0012462210345347557,-0.0012462210345347557
EAF,power,PT,0,kilotonproduct / hour,0.11643835616438354,0.0,-0.0012462210345347557,-0.0012462210345347557
EAF,power,RO,0,kilotonproduct / hour,0.24315068493150688,0.0,-0.0012462210345347557,-0.0012462210345347557
EAF,power,SE,0,kilotonproduct / hour,0.31869863014383565,0.0,-0.0012462210345347557,-0.0012462210345347557
EAF,power,SI,0,kilotonproduct / hour,0.044794520547945194,0.0,-0.0012462210345347557,-0.0012462210345347557
EAF,power,SK,0,kilotonproduct / hour,0.35136986301369866,0.0,-0.0012462210345347557,-0.0012462210345347557
EAF,power,UK,0,kilotonproduct / hour,0.49315068493150693,0.0,-0.0012462210345347557,-0.0012462210345347557
H2_DRI,power,AT,0,kilotonproduct / hour,0.0,0.0,-0.001246221034307382,-0.001246221034307382
H2_DRI,power,BE,0,kilotonproduct / hour,0.0,0.0,-0.001246221034307382,-0.001246221034307382
H2_DRI,power,BG,0,kilotonproduct / hour,0.0,0.0,-0.001246221034307382,-0.001246221034307382
H2_DRI,power,CH,0,kilotonproduct / hour,0.0,0.0,4156.120382354013,4156.120382354013
H2_DRI,power,CZ,0,kilotonproduct / hour,0.0,0.0,-0.001246221034307382,-0.001246221034307382
H2_DRI,power,DE,0,kilotonproduct / hour,0.0,0.0,585.9666286410334,585.9666286410334
H2_DRI,power,DK,0,kilotonproduct / hour,0.0,0.0,4156.120382354013,4156.120382354013
H2_DRI,power,EE,0,kilotonproduct / hour,0.0,0.0,4156.120382354013,4156.120382354013
H2_DRI,power,EL,0,kilotonproduct / hour,0.0,0.0,-0.001246221034307382,-0.001246221034307382
H2_DRI,power,ES,0,kilotonproduct / hour,0.0,0.0,279.85293453655413,279.85293453655413
