time,CH,DE,AT
0,14.424077973244223,86.0950505819083,10.601995010367737
1,14.617849069046656,87.43219814551694,10.783627602980541
2,15.663353919642407,94.39705196847521,11.54696642805091
3,18.307181547358272,111.95960063820695,13.559650750891773
4,25.67275747581558,155.26297233025042,19.039711066537187
5,26.331027471017933,161.44880470974414,19.578111193083245
6,25.61674331093039,159.70311079665902,19.064925981968514
7,25.83071927284631,160.35275806313484,19.094585974316622
8,25.102531250507717,155.0951268189155,18.579058223002264
9,24.117533963480895,149.52169362762146,17.900449107840327
10,23.42253804231379,143.323511748382,17.426028198193514
11,22.93526697983805,140.41469398582055,17.016277199595343
12,22.749026582188137,140.26411148586408,16.8198062792358
13,22.711482048140407,140.31590535409381,16.82590255193372
14,23.032741061732835,142.1977823811827,16.98989437378782
15,23.8217024698758,147.647211153551,17.55517619090991
16,24.466815400118172,150.83725419753688,18.002939319303255
17,24.629713027188334,152.64897677540105,18.14008060930844
18,24.425717122955362,151.34361315206775,18.009168599124173
19,23.879647943201604,147.50982435004966,17.5708594078635
20,22.086881914278198,135.7827598328227,16.277406049490814
21,19.468053457796955,116.74943288730502,14.364550874438414
22,15.280238278037643,91.24829899624211,11.254614983465707
23,13.95592727667472,81.39171179080417,10.273969641059738
24,8.115663411820005,51.18522720460011,5.894250159414934
25,8.585670111595814,53.84241585301848,6.1714370308331485
26,9.955935232373825,65.12619783000446,7.580457213983983
27,12.900587038312503,85.83889813660647,9.848540736038867
28,15.859949992591755,103.257272934344,12.026772405675436
29,15.808659230590848,105.51465481551344,11.888888996073819
30,15.832365353294172,104.83735445749733,11.659788656671367
31,15.119847074742745,98.61105472307332,11.120063281724413
32,14.454718537388729,93.5221414291249,10.544640978785683
33,13.82234994351126,89.24106584536428,10.141193526157167
34,13.506597961517395,86.72149925970652,9.88054982546658
35,13.33008661575089,85.44621060919195,9.624870197708457
36,13.198085346010899,84.85969730574854,9.587757037832592
37,13.373209712633667,86.55743539133726,9.676906166123384
38,13.864193934688018,89.74075121752247,9.909951254568664
39,14.400502298076702,93.43644904962625,10.328487957528171
40,14.863371529306313,96.59007524937236,10.80178338685677
41,15.122080303009053,98.843087109233,11.091138418580034
42,14.891951350862712,97.96253679311988,11.014344104917033
43,14.198215246079428,91.34117783250636,10.432552741398059
44,12.297623338792892,78.18887266883098,8.843368191950987
45,9.499142696747246,60.13811591794577,6.7911740070385225
46,8.098039645716444,49.97058986436747,5.723885781784242
47,7.895585244871336,50.17386353254636,5.698829098497603
48,1.4648875978745906,9.265395649621041,1.2334099222217634
49,1.6699796562803109,10.558590015870056,1.2946550827414447
50,2.477535708938566,15.826865705692983,1.9407085031183013
51,3.527188218084313,20.625775117942013,2.728147926254457
52,3.8475854672297953,23.979795822280888,2.810990040473796
53,3.6956090210770496,23.484245442367172,2.979379388317633
54,3.4619762963423266,21.42229149421721,2.6507320908162653
55,3.2909531121852797,20.823117467428744,2.585065750768779
56,3.0654449660935637,19.442146306228548,2.4338558619549584
57,2.9014342193326748,18.17744109965055,2.3154330824378304
58,2.8250942456815897,18.27143822307864,2.3107687564602872
59,2.7068733096528677,16.814784940841292,2.126956353487068
60,2.648240514446079,16.503512770384496,2.1238001911858992
61,2.5627830163363274,15.591016917127154,1.9876853238412227
62,2.6427319103484237,15.789335408383788,1.9847506323535336
63,2.7456152842870907,16.5271793454359,2.095361051955547
64,2.9452265019402377,17.772939505990315,2.2434709725552002
65,3.0925626081051902,18.69970698699213,2.3454365252424703
66,3.227186911164233,19.830033347740567,2.494349148841896
67,3.163664936724417,19.574525448354493,2.435012094582119
68,2.675536897187852,16.655812294621533,2.103762067962373
69,1.984549485873302,12.435205476531692,1.5838594958872554
70,1.488977375411984,9.562798573140771,1.2042602556348312
71,1.5122878623357707,9.565210095645543,1.2477158421528876
72,4.616335264985382,29.688674352700048,4.244803575025264
73,5.061368023400892,33.225969501329544,4.562377927932671
74,6.221490271105689,45.79509964901517,6.164206201144324
75,8.75285185519275,63.90655720210081,8.479463927684817
76,10.675298319918184,77.74134165022537,9.90907775352196
77,10.320545809494911,75.0458676649965,9.562463792070728
78,9.736659424350842,69.9814577048151,9.257660507290929
79,9.504660176728668,66.22651735564527,8.648224416610503
80,8.888363117628641,61.2410776214512,8.164442693783302
81,8.385103233827703,57.77729477607249,7.800009625276041
82,8.128393595693082,55.26621985265974,7.556347783096422
83,7.931708903683782,53.411171588923935,7.268131670585852
84,7.872016069366732,51.80403640193195,6.993135582818908
85,7.9376555361396735,51.581726070131445,7.08624046053793
86,8.299664745484755,53.28581247260036,7.32690694654288
87,8.64238644974231,55.00132253064603,7.700798016364604
88,9.032792406805036,58.48116101478601,8.180342152303119
89,9.45105773622896,62.5026883170487,8.55198768039747
90,9.430306059764478,63.50978532533517,8.594597266832327
91,8.939817594257256,63.61553689451178,8.152923881351485
92,7.471436881843688,52.98090220052696,6.9236665775242745
93,5.578677243091134,39.09761290990276,5.23002583640556
94,4.635435887291908,31.37373468051597,4.238430233506858
95,4.706722512804739,31.878742390573464,4.2824121044732895
